Name,StudentID,Age,Gender,AttendanceRate,AcademicPerformance,CounselingSessions,BehaviorIncidents,LastHelpDate,HotlineCalls,AI_RecommendedAction,teacher_note,label
Student_178,178,16,M,82.8,70.6,0,سلوك طبيعي,2024-06-06,0,,الطالب يبذل جهدًا لكنه يتشتت عند مواجهة مسائل جديدة قليلاً,moderate
Student_179,179,16,F,91.7,94.0,2,مشاكل تركيز,2024-06-03,0,,الطالبة تستدعي دعمًا في تطوير مهارات التفكير النقدي,moderate
Student_180,180,12,F,93.1,78.3,0,سلوك طبيعي,2024-06-19,0,,الطالب يحتاج رعاية متوسطة في مادة العلوم,moderate
Student_181,181,17,F,90.0,79.3,1,مشاكل تركيز,2024-09-23,0,,الطالبة تحاول بجد لكنها تجد صعوبة إلى حد ما في القراءة الجهرية,moderate
Student_182,182,12,F,85.4,65.0,0,مشاكل تركيز,2024-09-02,0,,الطالب أحيانًا يتشتت انتباهه لكنه يحرص على التعلم,moderate
Student_183,183,13,F,89.8,69.0,0,مشاكل تركيز,2024-12-25,0,,الطالب يبذل جهدًا لكنه يجد صعوبة قليلاً في حل المسائل المعقدة,moderate
Student_184,184,12,M,95.5,66.7,0,مشاكل تركيز,2024-02-05,0,,الطالبة تستدعي دعمًا إضافيًا لتقوية ثقتها بنفسها,moderate
Student_185,185,14,F,96.4,76.0,2,مشاكل تركيز,2024-05-26,0,,التلميذ أحيانًا يتشتت لكنه يحرص على التعلم,moderate
Student_186,186,16,M,100.0,82.7,1,مشاكل تركيز,2024-05-03,0,,الدارسة تحاول بجد لكنها تجد صعوبة في القراءة الجهرية,moderate
Student_187,187,13,M,78.1,79.4,2,تأخر مستمر عن الصف,2024-11-10,1,,الدارس بعض الأوقات يتشتت لكنه يحرص على التعلم إلى حد ما,moderate
Student_188,188,12,F,83.6,94.1,2,سلوك طبيعي,2024-03-31,0,,الطالب أحيانًا يتشتت لكنه يحرص على التعلم إلى حد ما,moderate
Student_189,189,17,M,71.9,64.3,0,سلوك طبيعي,2024-03-10,0,,التلميذة تحاول بجد لكنها تجد صعوبة في القراءة الجهرية,moderate
Student_190,190,14,F,97.3,76.4,0,مشاكل تركيز,2024-06-12,0,,الطالب يبذل جهدًا لكنه يفقد التركيز عند مواجهة مسائل جديدة,moderate
Student_191,191,14,M,84.7,59.6,3,مشاكل تركيز,2024-06-02,1,,الطالبة تحتاج دعمًا في تطوير مهارات التفكير النقدي إلى حد ما,moderate
Student_192,192,12,F,90.1,63.9,2,مشاكل تركيز,2024-04-11,0,,الدارسة تتطلب إلى دعم إضافي في مادة الرياضيات,moderate
Student_193,193,16,M,82.0,90.2,0,مشاكل تركيز,2024-04-01,0,,الطالب يبذل جهدًا لكنه يجد صعوبة قليلاً في حل المسائل المعقدة,moderate
Student_194,194,12,F,84.7,69.4,1,سلوك طبيعي,2024-12-02,0,,الدارسة تحتاج وقتًا أطول لاستيعاب بعض المفاهيم,moderate
Student_195,195,13,F,100.0,65.4,0,مشاكل تركيز,2024-06-10,0,,الطالبة تحتاج إلى دعم إضافي في مادة الحساب نوعاً ما,moderate
Student_196,196,12,M,94.9,49.4,1,مشاكل تركيز,2024-11-10,0,,الطالب لديه دافعية جيدة نوعاً ما لكن يحتاج تنظيمًا أكبر لوقته,moderate
Student_197,197,14,F,86.9,65.2,1,مشاكل تركيز,2024-07-19,0,,الطالب يساهم في الحصة لكنه أحيانًا يتشتت انتباهه بسرعة,moderate
Student_198,198,12,F,95.7,72.5,0,سلوك طبيعي,2024-01-19,0,,الدارسة تحتاج مساعدة إضافية في فهم الدروس,moderate
Student_199,199,16,M,95.9,58.7,0,سلوك طبيعي,2024-12-30,0,,التلميذ يبذل جهدًا لكنه ينشغل عند مواجهة مسائل جديدة,moderate
Student_200,200,17,M,84.1,71.8,0,مشاكل تركيز,2024-11-01,0,,التلميذ يشارك في الحصة لكنه أحيانًا يتشتت بسرعة إلى حد ما,moderate
Student_201,201,15,M,73.3,90.2,1,مشاكل تركيز,2024-12-19,0,,الطالبة تعاني من صعوبة كبيرة في التركيز وتحتاج متابعة,high
Student_202,202,12,M,79.0,66.5,1,مشاكل تركيز,2024-12-04,0,,الطالب لا ينجز واجباته بانتظام ويبدو عليه الإحباط,high
Student_203,203,16,F,74.6,63.7,2,سلوك طبيعي,2024-11-05,0,,الطالبة تواجه صعوبات متكررة في القراءة والفهم,high
Student_204,204,16,F,99.6,61.5,1,مشاكل تركيز,2024-03-01,0,,الطالب يعاني من فقدان التركيز معظم الوقت,high
Student_205,205,17,M,100.0,61.3,1,سلوك طبيعي,2024-06-26,1,,الطالبة تعاني من قلة ثقة بالنفس أمام زميلاتها,high
Student_206,206,14,M,100.0,81.4,0,مشاكل تركيز,2024-03-19,0,,الطالب يعاني من قلق شديد يؤثر على مشاركته الصفية,high
Student_207,207,16,F,67.8,75.6,0,سلوك طبيعي,2024-05-26,0,,الطالبة تعاني من ضعف كبير في الكتابة والإملاء,high
Student_208,208,16,M,98.7,86.5,0,مشاكل تركيز,2024-01-22,0,,الطالب يواجه صعوبة في فهم التعليمات البسيطة,high
Student_209,209,16,M,100.0,99.2,0,سلوك طبيعي,2024-05-18,0,,الطالبة لا تنجز واجباتها بانتظام وتبدو عليها علامات القلق,high
Student_210,210,16,F,99.1,53.0,2,سلوك طبيعي,2024-12-25,0,,الطالب يعاني من انسحاب اجتماعي داخل الصف,high
Student_211,211,13,F,66.5,79.6,1,مشاكل تركيز,2024-04-06,0,,الطالبة تتعرض لنوبات من القلق تمنعها من المشاركة,high
Student_212,212,13,F,100.0,61.6,4,سلوك طبيعي,2024-10-13,1,,الطالب يعاني من مشاعر إحباط متكررة,high
Student_213,213,14,F,88.4,84.5,2,مشاكل تركيز,2024-06-15,0,,الطالبة تبدو مرهقة وتفتقر إلى التركيز,high
Student_214,214,12,F,85.7,71.7,1,سلوك طبيعي,2024-06-03,0,,الطالب يعاني من قلة دافعية واضحة ويبدو مكتئبًا,high
Student_215,215,16,F,92.5,75.3,1,مشاكل تركيز,2024-12-15,0,,الطالبة تواجه صعوبات في التنظيم وإدارة الوقت,high
Student_216,216,17,M,77.5,59.6,0,سلوك طبيعي,2024-12-29,0,,الطالب يواجه صعوبة كبيرة في التواصل مع زملائه,high
Student_217,217,12,M,88.0,69.9,1,سلوك طبيعي,2024-07-21,0,,الطالبة تعاني من ضغوط نفسية شديدة تؤثر على أدائها,high
Student_218,218,17,M,100.0,76.1,0,مشاكل تركيز,2024-09-19,0,,الطفل يعاني من مشاعر إحباط متكررة,high
Student_219,219,12,M,94.2,91.3,0,مشاكل تركيز,2024-02-26,0,,الدارسة تعاني من صعوبة للغاية واضحة في التركيز وتحتاج متابعة مؤخراً,high
Student_220,220,14,F,88.6,65.5,1,سلوك طبيعي,2024-04-18,0,,الطالبة تتعرض لنوبات من القلق تمنعها من المشاركة بشدة,high
Student_221,221,16,M,88.9,68.4,0,سلوك طبيعي,2024-12-19,0,,التلميذة لا تحقق واجباتها بانتظام وتبدو عليها علامات القلق,high
Student_222,222,16,M,76.2,86.3,2,مشاكل تركيز,2024-07-30,0,,التلميذ يواجه من قلة دافعية واضحة ويبدو مكتئبًا,high
Student_223,223,15,M,86.5,64.7,3,مشاكل تركيز,2024-07-16,0,,الدارس يعاني من قلق شديد يؤثر على مشاركته الصفية,high
Student_224,224,17,M,71.7,88.7,0,مشاكل تركيز,2024-09-30,0,,الطالبة تواجه مشاكل في التنظيم وإدارة الوقت,high
Student_225,225,12,F,98.2,74.9,0,سلوك طبيعي,2024-01-21,0,,التلميذ يعاني من مشاعر يأس متكررة,high
Student_226,226,12,M,66.1,78.6,0,مشاكل تركيز,2024-08-01,0,,الطالب لا ينجز واجباته بانتظام ويبدو عليه الإحباط خلال الفترة الماضية,high
Student_227,227,13,F,96.5,79.4,1,سلوك طبيعي,2024-07-02,0,,الطالب يعاني من قلة دافعية واضحة ويبدو مكتئبًا للغاية,high
Student_228,228,15,M,97.8,67.6,1,سلوك طبيعي,2024-11-07,0,,الطالب يجد صعوبة في من قلق شديد يؤثر على مشاركته الصفية,high
Student_229,229,13,F,100.0,79.7,0,سلوك طبيعي,2024-02-27,0,,الطالبة تواجه صعوبات في التنظيم وإدارة الوقت كثيراً,high
Student_230,230,13,F,88.9,65.7,1,مشاكل تركيز,2024-12-16,0,,الطالبة تعاني من ضعف واضح في الكتابة والإملاء,high
Student_231,231,13,M,97.2,69.0,0,مشاكل تركيز,2024-01-30,0,,الطالبة تواجه صعوبات في التنظيم وإدارة الوقت للغاية,high
Student_232,232,17,F,86.4,81.7,1,مشاكل تركيز,2024-03-08,0,,الطالب يجد صعوبة جداً في من انزعاج شديد يؤثر على مشاركته الصفية,high
Student_233,233,17,M,76.1,78.5,2,مشاكل تركيز,2024-08-05,0,,الطالبة تبدو مرهقة وتفتقر إلى التركيز في الآونة الأخيرة,high
Student_234,234,14,M,100.0,74.1,1,مشاكل تركيز,2024-09-03,0,,الطالبة تواجه من قلة ثقة بالنفس أمام زميلاتها,high
Student_235,235,14,F,87.0,59.9,0,سلوك طبيعي,2024-03-26,0,,الطالبة تجد صعوبة في من قلة ثقة بالنفس أمام زميلاتها,high
Student_236,236,13,M,73.9,62.9,0,سلوك طبيعي,2024-02-13,0,,التلميذ يواجه عقبة في فهم التعليمات البسيطة,high
Student_237,237,15,M,83.3,78.3,0,سلوك طبيعي,2024-11-20,0,,الدارسة تبدو مرهقة وتفتقر إلى التركيز للغاية,high
Student_238,238,12,F,83.7,83.8,1,سلوك طبيعي,2024-03-30,0,,الطالب يعاني من فقدان التركيز معظم الوقت مؤخراً,high
Student_239,239,17,M,92.6,61.7,1,مشاكل تركيز,2024-08-04,0,,الطالبة تتعرض لنوبات من القلق تمنعها من المشاركة كثيراً,high
Student_240,240,15,F,100.0,64.9,1,مشاكل تركيز,2024-08-14,1,,الطالبة لا تنجز فروضها بانتظام وتبدو عليها علامات القلق,high
Student_241,241,16,M,93.2,76.6,0,سلوك طبيعي,2024-06-02,0,,الطالب يجد صعوبة في من مشاعر إحباط متكررة,high
Student_242,242,17,F,90.1,76.4,1,مشاكل تركيز,2024-08-01,0,,الطفل يعاني من فقدان التركيز معظم الوقت,high
Student_243,243,17,F,100.0,55.5,0,مشاكل تركيز,2024-07-09,0,,الطالب يواجه تحدي كبيرة في التواصل مع زملائه,high
Student_244,244,14,F,97.8,76.9,0,مشاكل تركيز,2024-12-07,0,,الطالبة تعاني من ضعف شديد في الكتابة والإملاء,high
Student_245,245,12,F,90.5,67.8,0,مشاكل تركيز,2024-03-15,0,,الدارس يعاني من قلة دافعية واضحة ويبدو مكتئبًا,high
Student_246,246,12,M,83.2,94.7,1,سلوك طبيعي,2024-09-18,0,,يبدو أن الطالب يواجه صعوبة في فهم التعليمات البسيطة,high
Student_247,247,16,F,91.2,78.0,0,مشاكل تركيز,2024-03-28,0,,الطفلة تواجه عقبات متكررة في القراءة والفهم جداً,high
Student_248,248,16,M,87.3,80.1,0,سلوك طبيعي,2024-05-24,0,,الطالبة تواجه صعوبات في التنظيم وإدارة الوقت بشدة,high
Student_249,249,17,M,88.9,80.4,1,مشاكل تركيز,2024-09-02,0,,الطالب يعاني من قلق شديد يؤثر على مشاركته الصفية كثيراً,high
Student_250,250,13,M,100.0,60.4,0,سلوك طبيعي,2024-04-19,0,,الطالب يتصارع مع من مشاعر إحباط متكررة,high
Student_251,251,14,F,82.6,98.3,1,مشاكل تركيز,2024-04-25,0,,الدارس يواجه صعوبة كبيرة في التواصل مع زملائه,high
Student_252,252,14,M,93.1,55.5,2,مشاكل تركيز,2024-10-01,0,,التلميذ يعاني من فقدان التركيز معظم الوقت,high
Student_253,253,17,F,97.5,84.5,0,مشاكل تركيز,2024-01-27,0,,الدارس يتصارع مع من مشاعر ضيق متكررة,high
Student_254,254,15,F,81.4,82.4,0,سلوك طبيعي,2024-06-16,0,,للأسف الطالبة تجد صعوبة في من عقبة واضحة في التركيز وتحتاج متابعة,high
Student_255,255,13,F,79.8,69.3,0,سلوك طبيعي,2024-12-30,0,,الطالب لا يحقق واجباته بانتظام ويبدو عليه الإحباط كثيراً,high
Student_256,256,17,M,86.5,83.0,1,مشاكل تركيز,2024-12-29,0,,للأسف الطالب يواجه تحدي شديدة في التواصل مع زملائه,high
Student_257,257,13,F,83.4,71.2,0,مشاكل تركيز,2024-01-27,0,,الطالبة تبدو مرهقة وتفتقر إلى التركيز جداً,high
Student_258,258,13,M,99.5,66.9,1,سلوك طبيعي,2024-03-18,0,,الطالب يواجه صعوبة بشدة كبيرة في التواصل مع زملائه,high
Student_259,259,13,M,78.0,80.6,0,سلوك طبيعي,2024-04-06,0,,الطالب لا يكمل واجباته بانتظام ويبدو عليه الإحباط,high
Student_260,260,17,M,88.7,62.9,0,مشاكل تركيز,2024-12-06,0,,الطالبة لا تنجز فروضها بانتظام وتبدو عليها علامات القلق,high
Student_261,261,14,M,100.0,72.3,0,سلوك طبيعي,2024-11-17,0,,الطالب يواجه من مشاعر إحباط متكررة جداً,high
Student_262,262,14,F,92.1,67.9,1,سلوك طبيعي,2024-11-16,1,,الطالبة تعاني من ضعف كبير في الكتابة والإملاء مؤخراً,high
Student_263,263,13,F,93.8,71.0,0,مشاكل تركيز,2024-05-14,0,,الطفل يعاني من قلة دافعية واضحة ويبدو مكتئبًا,high
Student_264,264,15,M,99.6,80.2,1,مشاكل تركيز,2024-02-27,0,,الطالب يعاني من مشاعر إحباط متكررة كثيراً,high
Student_265,265,12,M,83.4,67.9,1,سلوك طبيعي,2024-10-31,0,,الطالب يواجه صعوبة شديدة في التواصل مع زملائه,high
Student_266,266,17,M,77.2,72.7,0,مشاكل تركيز,2024-09-13,0,,الطالبة تواجه صعوبات في التنظيم وإدارة الوقت للغاية,high
Student_267,267,12,M,89.8,69.0,2,مشاكل تركيز,2024-08-11,0,,الطالب يواجه من قلة دافعية واضحة ويبدو مكتئبًا جداً,high
Student_268,268,15,F,90.7,92.3,1,سلوك طبيعي,2024-12-26,0,,الدارس يواجه صعوبة في فهم التعليمات البسيطة,high
Student_269,269,17,M,71.8,79.1,1,مشاكل تركيز,2024-08-26,0,,الطفل يواجه مشكلة في فهم التعليمات البسيطة,high
Student_270,270,13,M,91.8,77.6,1,مشاكل تركيز,2024-01-03,0,,الطالب يعاني من غياب التركيز معظم الوقت,high
Student_271,271,14,M,98.7,83.2,0,سلوك طبيعي,2024-10-25,0,,الطفل يواجه من انعدام التركيز معظم الوقت هذا الأسبوع,high
Student_272,272,12,F,78.9,67.9,0,سلوك طبيعي,2024-04-19,0,,الطفلة لا تنجز واجباتها بانتظام وتبدو عليها علامات القلق,high
Student_273,273,16,F,92.4,85.3,0,مشاكل تركيز,2024-08-30,0,,الدارس يعاني من مشاعر إحباط متكررة,high
Student_274,274,16,F,96.9,79.2,1,مشاكل تركيز,2024-12-08,0,,التلميذ يعاني من قلق شديد يؤثر على مشاركته الصفية جداً,high
Student_275,275,15,F,93.9,56.3,0,سلوك طبيعي,2024-02-19,0,,الطالبة تعاني من صعوبة للغاية كبيرة في التركيز وتحتاج متابعة,high
Student_276,276,13,F,94.8,57.9,1,مشاكل تركيز,2024-02-12,0,,الطفلة تجد صعوبة في من ضغوط نفسية شديدة تؤثر على أدائها,high
Student_277,277,12,M,85.6,68.1,0,مشاكل تركيز,2024-02-09,0,,الطالب يواجه من انسحاب اجتماعي داخل الصف للغاية,high
Student_278,278,13,F,76.7,59.1,0,مشاكل تركيز,2024-07-20,0,,الطالبة تتعرض لنوبات من القلق تمنعها من المشاركة بشدة في الآونة الأخيرة,high
Student_279,279,12,F,83.5,72.1,0,مشاكل تركيز,2024-04-09,0,,الطفل يواجه صعوبة كبيرة في التواصل مع زملائه,high
Student_280,280,15,F,82.1,62.8,0,سلوك طبيعي,2024-08-08,0,,التلميذة تعاني من قصور واضح في الكتابة والإملاء للغاية,high
Student_281,281,15,F,87.2,73.8,1,مشاكل تركيز,2024-09-18,0,,الدارسة تعاني من قلة ثقة بالنفس أمام زميلاتها,high
Student_282,282,16,F,98.9,91.9,0,مشاكل تركيز,2024-03-15,0,,الطالب يعاني من مشاعر إحباط متكررة بشدة,high
Student_283,283,13,F,74.9,74.4,2,سلوك طبيعي,2024-08-19,0,,الطالب يعاني من مشاعر يأس متكررة,high
Student_284,284,17,F,89.4,71.4,1,مشاكل تركيز,2024-04-06,0,,الطالبة لا تكمل واجباتها بانتظام وتبدو عليها علامات القلق جداً,high
Student_285,285,16,F,77.4,79.7,0,مشاكل تركيز,2024-06-27,0,,الطالبة تعاني من عقبة عظيمة في التركيز وتحتاج متابعة,high
Student_286,286,13,F,80.6,66.6,1,مشاكل تركيز,2024-11-26,0,,الطالبة تتصارع مع من قلة ثقة بالنفس أمام زميلاتها,high
Student_287,287,16,F,93.6,85.1,1,مشاكل تركيز,2024-11-04,0,,الطالب يعاني من قلة شغف واضحة ويبدو مكتئبًا كثيراً,high
Student_288,288,17,M,76.1,80.9,1,مشاكل تركيز,2024-02-03,0,,الطفلة تعاني من نقص كبير في الإنشاء والإملاء للغاية,high
Student_289,289,14,F,95.3,75.5,1,سلوك طبيعي,2024-06-03,0,,الدارس لا ينجز واجباته بانتظام ويبدو عليه الإحباط,high
Student_290,290,14,M,74.5,76.9,1,سلوك طبيعي,2024-04-10,0,,الطالبة تتصارع مع من صعوبة شديدة في التركيز وتحتاج متابعة,high
Student_291,291,14,F,94.7,99.5,1,مشاكل تركيز,2024-01-02,0,,الطالب يعاني من انسحاب اجتماعي داخل الصف مؤخراً,high
Student_292,292,14,F,72.5,86.3,1,مشاكل تركيز,2024-10-08,0,,الطفلة تتعرض لنوبات من القلق تمنعها من المشاركة,high
Student_293,293,12,F,81.8,100.0,1,مشاكل تركيز,2024-08-20,0,,الطالبة تواجه صعوبات متكررة في القراءة والفهم للغاية,high
Student_294,294,14,M,100.0,81.4,0,سلوك طبيعي,2024-04-05,0,,الطفلة تواجه صعوبات متكررة في القراءة والفهم,high
Student_295,295,17,M,100.0,57.3,0,مشاكل تركيز,2024-09-27,0,,الطالب يتصارع مع من قلة رغبة واضحة ويبدو مكتئبًا,high
Student_296,296,15,M,83.9,71.9,0,سلوك طبيعي,2024-07-20,0,,الطالبة تعاني من ضعف كبير في الإنشاء والإملاء,high
Student_297,297,15,F,91.9,54.6,3,سلوك طبيعي,2024-06-05,0,,الطالب يجد صعوبة في من قلة شغف واضحة ويبدو مكتئبًا,high
Student_298,298,12,M,100.0,81.3,2,مشاكل تركيز,2024-01-04,0,,الطفلة تواجه صعوبات في التنظيم وإدارة الوقت,high
Student_299,299,14,M,94.8,83.9,1,سلوك طبيعي,2024-01-28,0,,الطالبة تعاني من ضعف كبير في الإنشاء والإملاء,high
Student_300,300,14,M,85.3,64.4,1,مشاكل تركيز,2024-11-18,0,,التلميذ يواجه صعوبة في فهم التعليمات البسيطة,high
Student_301,301,14,F,80.5,67.1,0,سلوك طبيعي,2024-11-25,0,,الطالبة متفوقة و متفاعلة مع جميع الأنشطة,low
Student_302,302,16,F,96.7,76.8,0,مشاكل تركيز,2024-07-18,0,,الطالب يظهر دافعية جيدة ويتحسن باستمرار,low
Student_303,303,13,M,99.3,60.6,3,مشاكل تركيز,2024-10-31,0,,الطالبة لديها ثقة بنفسها وتبدي فهمًا جيدًا,low
Student_304,304,16,M,100.0,59.7,0,مشاكل تركيز,2024-07-31,0,,الطالب يشارك بفعالية ويظهر حماسًا للتعلم,low
Student_305,305,13,F,71.1,89.9,0,سلوك طبيعي,2024-02-24,0,,الطالبة تتعاون مع زملائها وتحب العمل الجماعي,low
Student_306,306,14,F,75.5,76.4,0,سلوك طبيعي,2024-02-16,0,,الطالب منظم ويظهر تقدمًا ملحوظًا في دراسته,low
Student_307,307,14,F,99.6,68.3,0,سلوك طبيعي,2024-04-22,0,,الطالبة لديها طاقة إيجابية وتحب المشاركة,low
Student_308,308,16,M,72.5,54.7,0,سلوك طبيعي,2024-11-24,1,,الطالب لديه مهارات تواصل جيدة ويشارك بأفكاره,low
Student_309,309,16,F,100.0,85.2,0,سلوك طبيعي,2024-10-17,0,,الطالبة متميزة في التحليل والتفكير النقدي,low
Student_310,310,13,M,85.9,66.8,0,مشاكل تركيز,2024-11-10,0,,الطالب يتفاعل مع الدرس ويظهر تقدمًا واضحًا,low
Student_311,311,15,F,82.8,97.3,1,سلوك طبيعي,2024-11-24,0,,الطالبة تبدي فهمًا عميقًا للمفاهيم الجديدة,low
Student_312,312,13,F,90.1,85.3,2,سلوك طبيعي,2024-03-17,0,,الطالب يشارك بحماس ويظهر شغفًا بالعلم,low
Student_313,313,16,M,74.5,65.3,0,مشاكل تركيز,2024-04-01,0,,الطالبة ملتزمة بالحضور وتبدي أداءً ممتازًا,low
Student_314,314,17,M,96.2,66.4,0,سلوك طبيعي,2024-02-07,0,,الطالب يحرص على المشاركة ويظهر روح المبادرة,low
Student_315,315,16,F,100.0,95.7,0,سلوك طبيعي,2024-10-11,0,,الطالبة قادرة على الفهم بسرعة وتشارك زملاءها الأفكار,low
Student_316,316,17,F,96.7,74.0,1,سلوك طبيعي,2024-11-18,0,,الطالب يشارك في الأنشطة ويميل للتعلم الذاتي,low
Student_317,317,12,F,85.5,68.8,0,سلوك طبيعي,2024-05-28,0,,الطالبة تبدي التزامًا عاليًا وتتفوق أكاديميًا,low
Student_318,318,16,F,72.6,75.3,0,مشاكل تركيز,2024-08-14,0,,الدارسة متميزة و متفاعلة مع جميع الأنشطة جداً,low
Student_319,319,12,F,73.0,68.8,3,مشاكل تركيز,2024-02-26,0,,الطالبة قادرة على الفهم بسرعة وتشارك زملاءها الأفكار تماماً,low
Student_320,320,15,F,74.7,77.9,2,مشاكل تركيز,2024-12-05,0,,يسعدني أن التلميذة تبدي التزامًا عاليًا وتتفوق أكاديميًا,low
Student_321,321,13,M,87.9,74.1,1,سلوك طبيعي,2024-11-11,0,,الطالبة تبدي فهمًا عميقًا للمفاهيم الجديدة جداً,low
Student_322,322,17,F,89.1,85.5,2,سلوك طبيعي,2024-12-22,0,,الطالب يظهر دافعية جيدة تماماً ويتحسن باستمرار,low
Student_323,323,13,M,96.7,70.3,0,سلوك طبيعي,2024-10-22,0,,الطالب لديه مهارات تواصل جيدة ويشارك بأفكاره هذا الأسبوع,low
Student_324,324,12,M,70.0,64.4,1,سلوك طبيعي,2024-11-17,0,,الطالب يظهر دافعية جيدة ويتحسن باستمرار هذا الأسبوع,low
Student_325,325,17,F,100.0,70.8,2,مشاكل تركيز,2024-01-10,0,,الدارسة تبدي التزامًا عاليًا وتتفوق أكاديميًا,low
Student_326,326,13,M,94.9,70.7,0,سلوك طبيعي,2024-09-25,0,,الطفلة ملتزمة بالحضور وتبدي أداءً ممتازًا,low
Student_327,327,16,M,84.7,74.1,1,مشاكل تركيز,2024-05-01,0,,الدارس يحرص على المشاركة ويظهر روح المبادرة,low
Student_328,328,14,M,76.1,82.6,1,مشاكل تركيز,2024-12-05,0,,يسعدني أن الطالبة متميزة في التحليل والتفكير النقدي,low
Student_329,329,12,F,100.0,82.0,1,سلوك طبيعي,2024-10-19,0,,الطالب يتفاعل بحماس ويظهر شغفًا بالعلم,low
Student_330,330,13,M,85.0,89.4,1,سلوك طبيعي,2024-11-11,0,,الطفلة تتعاون مع زملائها وتحب العمل الجماعي,low
Student_331,331,12,M,87.8,65.3,1,مشاكل تركيز,2024-10-22,0,,الطفل لديه مهارات تواصل جيدة ويشارك بأفكاره,low
Student_332,332,12,M,91.8,79.7,0,مشاكل تركيز,2024-04-07,0,,لحسن الحظ الطالب يشارك بفعالية ويظهر حماسًا للتعلم,low
Student_333,333,17,M,78.9,83.7,1,سلوك طبيعي,2024-10-14,0,,التلميذة متميزة في التحليل والتفكير النقدي,low
Student_334,334,17,M,85.2,66.9,1,مشاكل تركيز,2024-02-09,0,,الطالب يشارك في الأنشطة ويميل للتعلم الذاتي بوضوح,low
Student_335,335,14,M,96.7,72.5,0,مشاكل تركيز,2024-11-14,0,,الطالبة ملتزمة بالحضور وتبدي أداءً ممتازًا بوضوح,low
Student_336,336,16,F,95.6,54.0,1,انسحاب اجتماعي,2024-11-09,0,,الطفل يظهر دافعية جيدة ويتحسن باستمرار,low
Student_337,337,12,M,95.7,85.9,0,سلوك طبيعي,2024-03-22,0,,الطالب يشارك بفعالية ويظهر حماسًا للتعلم جداً,low
Student_338,338,13,M,76.4,72.4,1,سلوك طبيعي,2024-10-25,0,,الطالب يشارك في الأنشطة ويميل للتعلم الذاتي تماماً,low
Student_339,339,15,M,85.6,84.7,1,سلوك طبيعي,2024-06-17,0,,لحسن الحظ الطالب يشارك بحماس ويظهر شغفًا بالعلم,low
Student_340,340,12,M,84.0,77.5,1,مشاكل تركيز,2024-04-21,0,,الطفل لديه مهارات تواصل رائعة ويشارك بأفكاره جداً,low
Student_341,341,12,F,92.3,72.8,1,مشاكل تركيز,2024-10-17,0,,من الجيد أن الطالب يشارك في الأنشطة ويميل للتعلم الذاتي,low
Student_342,342,14,F,91.4,55.9,1,سلوك طبيعي,2024-03-24,0,,الدارسة قادرة على الفهم بسرعة وتشارك زملاءها الأفكار,low
Student_343,343,16,M,89.6,58.0,0,سلوك طبيعي,2024-01-09,0,,الطالب يتفاعل بحماس ويظهر شغفًا بالعلم,low
Student_344,344,15,M,100.0,43.9,0,مشاكل تركيز,2024-03-11,0,,الطالب لديه مهارات تواصل جيدة جداً ويشارك بأفكاره,low
Student_345,345,17,M,85.1,68.2,0,سلوك طبيعي,2024-04-29,0,,الطفلة قادرة على الفهم بسرعة وتشارك زملاءها الأفكار,low
Student_346,346,17,F,83.9,100.0,0,سلوك طبيعي,2024-11-11,0,,الطالب يتفاعل مع الدرس ويظهر تقدمًا واضحًا بوضوح,low
Student_347,347,13,F,76.4,59.5,1,سلوك طبيعي,2024-12-18,0,,الدارسة متفوقة و متفاعلة مع جميع الأنشطة,low
Student_348,348,15,F,72.6,43.4,1,مشاكل تركيز,2024-04-11,0,,الطالب لديه مهارات تواصل جيدة بوضوح ويشارك بأفكاره,low
Student_349,349,17,M,75.8,86.6,1,مشاكل تركيز,2024-08-22,0,,الطالبة متميزة في التحليل والتفكير النقدي جداً,low
Student_350,350,13,F,80.8,100.0,0,سلوك طبيعي,2024-05-25,0,,الطالب يظهر حماس رائعة ويتحسن باستمرار,low
Student_351,351,16,M,100.0,78.6,0,سلوك طبيعي,2024-12-24,0,,يسعدني أن الطالبة تتعاون مع زملائها وتحب العمل الجماعي جداً,low
Student_352,352,13,M,88.4,78.5,1,مشاكل تركيز,2024-07-14,0,,من الجيد أن الطالبة لديها طاقة إيجابية وتحب المشاركة,low
Student_353,353,17,M,89.9,71.3,2,مشاكل تركيز,2024-12-08,0,,لحسن الحظ التلميذة تبدي فهمًا عميقًا للمفاهيم الجديدة,low
Student_354,354,14,M,87.0,53.5,0,سلوك طبيعي,2024-02-12,0,,الدارسة تبدي فهمًا عميقًا للمفاهيم الجديدة,low
Student_355,355,14,F,91.7,57.6,1,سلوك طبيعي,2024-12-20,0,,الطالب يشارك بحماس ويظهر شغفًا بالعلم بوضوح,low
Student_356,356,14,F,100.0,71.2,1,مشاكل تركيز,2024-03-06,0,,الطفلة متميزة في التحليل والتفكير النقدي,low
Student_357,357,17,M,68.1,68.9,1,مشاكل تركيز,2024-12-17,0,,الدارسة تبدي التزامًا عاليًا وتتفوق أكاديميًا,low
Student_358,358,14,F,100.0,73.6,1,سلوك طبيعي,2024-04-06,0,,الطالب يشارك بحماس ويظهر شغفًا بالعلم جداً,low
Student_359,359,15,F,62.8,85.0,1,مشاكل تركيز,2024-02-09,0,,الدارسة لديها ثقة بنفسها وتبدي فهمًا جيدًا,low
